Cost Center,L2,L3,Entity,CostBucket,Period,MKT Total Cost,MKT Internal Cost,Manual adjustment,MKT External Cost,Chargeable total cost,Chargeable external cost,Chargeable internal cost,Chargeable internal cost + Markup,Total non chargeable cost,Total cost Post Markup,Dell/EMC,Dell,EMC
U010001462,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,-4128314.202,-4128314.202,0,0,-2600837.947,0,-2600837.947,-2860921.742,-1527476.255,-5461759.69,EMC,-307765.8238,-125707.1675
U010001463,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001464,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q4 FY24,6414196.884,1731833.159,0,4682363.725,2758104.66,2013416.402,744688.2583,819157.0841,3656092.224,3577261.744,EMC,759544.1797,155569.2898
U010001465,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q4 FY24,8489113.355,339564.5342,0,8149548.821,6706399.55,6438143.568,268255.982,295081.5802,1782713.805,7001481.131,EMC,622156.9308,1682127.998
U010001468,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,-3710437.847,-2040740.816,0,-1669697.031,-3079663.413,-1385848.536,-1693814.877,-1863196.365,-630774.434,-4942859.778,EMC,-1457845.872,-566940.0613
U010001471,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,10541242.96,2108248.591,0,8432994.364,9276293.801,7421035.04,1855258.76,2040784.636,1264949.155,11317078.44,EMC,138891.4172,246918.075
U010001472,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q4 FY24,-1189755.32,-226053.5108,0,-963701.8092,-594877.66,-481850.9046,-113026.7554,-124329.4309,-594877.66,-719207.091,EMC,-573927.2586,-30206.69782
U010001473,L2 Mktg Brand,L3 Mktg Brand Dell Blue,U010,CORPORATE MKT,Q4 FY24,-4957665.993,-1735183.098,0,-3222482.896,-2875446.276,-1869040.079,-1006406.197,-1107046.816,-2082219.717,-3982493.092,EMC,-337825.2761,-2477385.358
U010001474,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q4 FY24,7130458.49,1853919.207,0,5276539.283,71304.5849,52765.39283,18539.19207,20393.11128,7059153.905,91697.69618,EMC,491499.6515,242081.9179
U010001476,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q4 FY24,1004763.728,723429.8841,0,281333.8438,823906.2569,230693.7519,593212.505,652533.7555,180857.471,1476440.012,EMC,158447.2208,831847.9094
U010001479,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,2219602.464,1820074.02,0,399528.4435,288548.3203,51938.69765,236609.6227,260270.5849,1931054.144,548818.9052,EMC,233036.9505,3650912.225
U010001480,L2 Mktg Corp Affairs,L3 Mktg Social Business,U010,CORPORATE MKT OTHER,Q4 FY24,-5524553.43,-1767857.098,0,-3756696.332,-386718.7401,-262968.7433,-123749.9968,-136124.9965,-5137834.69,-522843.7366,EMC,-2049547.448,-5270264.865
U010001481,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q4 FY24,-7053492.251,-3315141.358,0,-3738350.893,-1410698.45,-747670.1786,-663028.2716,-729331.0987,-5642793.801,-2140029.549,EMC,-10276421.89,-209722.8958
U010001482,L2 Mktg Central,L3 Mktg Central,U010,CORPORATE MKT OTHER,Q4 FY24,2924500.655,204715.0459,0,2719785.609,1199045.269,1115112.1,83933.1688,92326.48568,1725455.387,1291371.754,EMC,11653.84266,19843.0294
U010001483,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q4 FY24,-6269714.987,-4388800.491,0,-1880914.496,-2946766.044,-884029.8132,-2062736.231,-2269009.854,-3322948.943,-5215775.898,EMC,-3808626.145,-1962019.529
U010001484,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q4 FY24,-5730428.08,-1088781.335,0,-4641646.745,-2349475.513,-1903075.165,-446400.3474,-491040.3822,-3380952.567,-2840515.895,EMC,-3574200.366,-1067618.291
U010001486,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q4 FY24,5194517.186,2908929.624,0,2285587.562,727232.406,319982.2586,407250.1474,447975.1621,4467284.78,1175207.568,EMC,3028677.79,413001.5168
U010001489,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,8889982.985,3200393.874,0,5689589.11,7111986.388,4551671.288,2560315.1,2816346.61,1777996.597,9928332.997,EMC,2918929.901,4030903.197
U010001490,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,-3941799.273,-2956349.455,0,-985449.8182,-3468783.36,-867195.84,-2601587.52,-2861746.272,-473015.9127,-6330529.632,EMC,-621542.9093,-1104965.172
U010001491,L2 Mktg Brand,L3 Mktg Campaigns,U010,SBU MKT CS,Q4 FY24,6240015.711,5116812.883,0,1123202.828,1372803.457,247104.6222,1125698.834,1238268.718,4867212.255,2611072.174,EMC,67650.50633,51034.5925
U010001493,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q4 FY24,-3562305.986,-1282430.155,0,-2279875.831,-35623.05986,-22798.75831,-12824.30155,-14106.73171,-3526682.927,-49729.79157,EMC,-210854.3163,-186984.0163
U010001494,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT OTHER,Q4 FY24,771746.6098,270111.3134,0,501635.2964,455330.4998,295964.8249,159365.6749,175302.2424,316416.11,630632.7422,EMC,110841.721,70866.01832
U010001495,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,SBU MKT CS,Q4 FY24,-5946533.616,-5708672.271,0,-237861.3446,-4697761.557,-187910.4623,-4509851.094,-4960836.204,-1248772.059,-9658597.76,EMC,-273864.0378,-1437786.198
U010001496,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q4 FY24,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001497,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q4 FY24,8512054.528,6554281.987,0,1957772.541,7405487.439,1703262.111,5702225.328,6272447.861,1106567.089,13677935.3,EMC,904001.471,2712004.413
U010001500,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q4 FY24,8403015.106,7814804.048,0,588211.0574,5630020.121,394101.4085,5235918.712,5759510.584,2772994.985,11389530.7,EMC,6947613.73,4441916.975
U010001503,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q4 FY24,3190850.615,2744131.529,0,446719.0862,510536.0985,71475.05379,439061.0447,482967.1491,2680314.517,993503.2476,EMC,469430.2845,1765952.023
U010001504,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q4 FY24,5316160.943,2020141.158,0,3296019.785,3189696.566,1977611.871,1212084.695,1333293.165,2126464.377,4522989.73,EMC,613618.9401,215595.8438
U010001506,L2 Mktg Corp Affairs,L3 Mktg Corp BU PR,U010,CORPORATE MKT OTHER,Q4 FY24,9568243.882,956824.3882,0,8611419.494,2966155.604,2669540.043,296615.5604,326277.1164,6602088.279,3292432.72,EMC,4673130.312,5947620.397
U010001507,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q4 FY24,2745591.462,274559.1462,0,2471032.316,466750.5485,420075.4937,46675.05485,51342.56034,2278840.913,518093.1088,EMC,1926087.322,511997.8958
U010001508,L2 Mktg Corp Affairs,L3 Mktg Exec Internal Comm,U010,CORPORATE MKT OTHER,Q4 FY24,3273361.033,851073.8685,0,2422287.164,491004.1549,363343.0746,127661.0803,140427.1883,2782356.878,631431.3432,EMC,10102.90149,495042.1731
U010001509,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q4 FY24,-965596.9536,-840069.3496,0,-125527.604,-193119.3907,-25105.52079,-168013.8699,-184815.2569,-772477.5629,-377934.6476,EMC,-128875.7148,-78988.34136
U010001510,L2 Mktg Corp Affairs,L3 Mktg Chairman Comms,U010,CORPORATE MKT OTHER,Q4 FY24,4488655.339,4084676.359,0,403978.9806,359092.4272,32318.31844,326774.1087,359451.5196,4129562.912,718543.9467,EMC,2043359.349,1100270.418
U010001511,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT,Q4 FY24,-9351372.082,-6639474.178,0,-2711897.904,-5236768.366,-1518662.826,-3718105.54,-4089916.094,-4114603.716,-9326684.459,EMC,-15347392.37,-474661.6198
U010001512,L2 Mktg Corp Affairs,L3 Mktg Corp BU PR,U010,CORPORATE MKT OTHER,Q4 FY24,-3156285.519,-1799082.746,0,-1357202.773,-2935345.532,-1262198.579,-1673146.953,-1840461.649,-220939.9863,-4775807.181,EMC,-2268765.175,-144814.7984
U010001515,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,2906618.708,2790353.959,0,116264.7483,2586890.65,103475.626,2483415.024,2731756.526,319728.0578,5318647.176,EMC,1219105.645,1828658.467
U010001517,L2 Mktg Central,L3 Mktg Development,U010,CORPORATE MKT OTHER,Q4 FY24,9286811.873,5293482.768,0,3993329.105,5386350.886,2316130.881,3070220.005,3377242.006,3900460.987,8763592.892,EMC,3390603.871,4315314.017
U010001518,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q4 FY24,3591725.481,3376221.952,0,215503.5288,3483973.716,209038.423,3274935.293,3602428.822,107751.7644,7086402.539,EMC,3866838.004,1027893.647
U010001526,L2 Mktg BU Mktg,L3 Mktg Services DFS Mktg,U010,CORPORATE MKT OTHER,Q4 FY24,-8344231.617,-1251634.743,0,-7092596.875,-4756212.022,-4042780.219,-713431.8033,-784774.9836,-3588019.595,-5540987.006,EMC,-894334.7448,-1341502.117
U010001528,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q4 FY24,7742752.532,4800506.57,0,2942245.962,2477680.81,941518.7079,1536162.102,1689778.313,5265071.722,4167459.123,EMC,6251188.684,0
U010001531,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,-304908.6144,-67079.89516,0,-237828.7192,-67079.89516,-52322.31822,-14757.57693,-16233.33463,-237828.7192,-83313.22979,EMC,-2878.093393,-284931.2459
U010001532,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q4 FY24,10314117.01,7632446.591,0,2681670.424,1856541.063,482700.6763,1373840.386,1511224.425,8457575.952,3367765.488,EMC,8236057.598,3364023.526
U010001534,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q4 FY24,4601100.268,3450825.201,0,1150275.067,414099.0241,103524.756,310574.2681,341631.6949,4187001.244,755730.719,EMC,6720965.194,584431.756
U010001537,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,788302.0205,118245.3031,0,670056.7175,638524.6366,542745.9411,95778.6955,105356.565,149777.3839,743881.2017,EMC,14877.62403,3489.813045
U010001538,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001540,L2 Mktg Brand,L3 Mktg Campaigns,U010,CORPORATE MKT,Q4 FY24,9311778.413,8473718.356,0,838060.0572,279353.3524,25141.80172,254211.5507,279632.7057,9032425.061,558986.0581,EMC,13885213.68,1207409.886
U010001541,L2 Mktg BU Mktg,L3 Mktg A PM,U010,CORPORATE MKT OTHER,Q4 FY24,7936245.925,6825171.496,0,1111074.43,4285572.8,599980.1919,3685592.608,4054151.868,3650673.126,8339724.668,EMC,6023134.482,6023134.482
U010001542,L2 Mktg Central,L3 Mktg Development,U010,CORPORATE MKT OTHER,Q4 FY24,-4632956.448,-2177489.531,0,-2455466.918,-3335728.643,-1767936.181,-1567792.462,-1724571.708,-1297227.805,-5060300.351,EMC,0,0
U010001545,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,SBU MKT CS,Q4 FY24,10712150.78,4177738.804,0,6534411.975,8141234.592,4966153.101,3175081.491,3492589.64,2570916.187,11633824.23,EMC,3773339.043,9238174.9
U010001547,L2 Mktg BU Mktg,L3 Mktg Events,U010,CORPORATE MKT OTHER,Q4 FY24,-8845443.015,-4688084.798,0,-4157358.217,-7076354.412,-3325886.574,-3750467.838,-4125514.622,-1769088.603,-11201869.03,EMC,-1820303.718,-5460911.154
U010001548,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,-3371304.967,-2562191.775,0,-809113.1922,-3202739.719,-768657.5325,-2434082.186,-2677490.405,-168565.2484,-5880230.124,EMC,-1158714.82,-1069582.911
U010001549,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,5005938.803,4755641.863,0,250296.9401,3203800.834,160190.0417,3043610.792,3347971.871,1802137.969,6551772.705,EMC,5546485.081,902916.1759
U010001550,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,9372068.739,374882.7496,0,8997185.99,5248358.494,5038424.154,209934.3398,230927.7737,4123710.245,5479286.268,EMC,1929491.521,4723927.518
U010001551,L2 Mktg Corp Affairs,L3 Mktg Social Business,U010,CORPORATE MKT OTHER,Q4 FY24,-4751275.817,-2375637.909,0,-2375637.909,-4751275.817,-2375637.909,-2375637.909,-2613201.699,0,-7364477.516,EMC,-3300758.823,-2811757.516
U010001553,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,11014145.62,1321697.475,0,9692448.15,1541980.387,1356942.741,185037.6465,203541.4111,9472165.237,1745521.799,EMC,254347.4621,244373.0518
U010001559,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,469545.494,206600.0174,0,262945.4767,117386.3735,65736.36917,51650.00434,56815.00478,352159.1205,174201.3783,EMC,1672.333232,5295.7219
U010001564,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q4 FY24,8060583.963,322423.3585,0,7738160.604,806058.3963,773816.0604,32242.33585,35466.56944,7254525.567,841524.9657,EMC,3440995.585,514171.7541
U010001566,L2 Mktg BU Mktg,L3 Mktg Analyst Relations,U010,CORPORATE MKT OTHER,Q4 FY24,11915527.55,6315229.604,0,5600297.951,595776.3777,280014.8975,315761.4802,347337.6282,11319751.18,943114.0059,EMC,7114852.061,1561796.794
U010001567,L2 Mktg Brand,L3 Mktg Digital,U010,CORPORATE MKT,Q4 FY24,-2846444.276,-1423222.138,0,-1423222.138,-398502.1986,-199251.0993,-199251.0993,-219176.2092,-2447942.077,-617678.4078,EMC,-446493.2491,-1583021.52
U010001568,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q4 FY24,-7146973.891,-357348.6945,0,-6789625.196,-2072622.428,-1968991.307,-103631.1214,-113994.2336,-5074351.462,-2186616.662,EMC,-6231857.486,-327992.4993
U010001570,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q4 FY24,-8591811.384,-3093052.098,0,-5498759.286,-7646712.132,-4893895.764,-2752816.367,-3028098.004,-945099.2523,-10674810.14,EMC,0,-6236967.72
U010001571,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q4 FY24,7878028.502,3939014.251,0,3939014.251,7011445.367,3505722.684,3505722.684,3856294.952,866583.1353,10867740.32,EMC,1061131.049,282072.8105
U010001572,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,-10591987.99,-211839.7597,0,-10380148.23,-3071676.516,-3010242.986,-61433.53033,-67576.88336,-7520311.471,-3139253.4,EMC,-1082501.172,0
U010001574,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q4 FY24,8204149.397,7547817.445,0,656331.9518,8040066.409,643205.3127,7396861.096,8136547.206,164082.9879,16176613.62,EMC,1223150.07,8185696.624
U010001575,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q4 FY24,-7145890.921,-1214801.457,0,-5931089.465,-857506.9106,-711730.7358,-145776.1748,-160353.7923,-6288384.011,-1017860.703,EMC,-3269029.291,-717591.7955
U010001577,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q4 FY24,-242635.6588,-223224.8061,0,-19410.8527,-191682.1705,-15334.57364,-176347.5968,-193982.3565,-50953.48835,-385664.527,EMC,-63073.23656,-268891.1664
U010001582,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q4 FY24,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001586,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,-2949249.249,-1975996.997,0,-973252.2523,-2329906.907,-768869.2793,-1561037.628,-1717141.39,-619342.3424,-4047048.298,EMC,-1781725.82,-3033749.369
U010001589,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,3517100.003,2461970.002,0,1055130.001,914446.0007,274333.8002,640112.2005,704123.4205,2602654.002,1618569.421,EMC,1807817.538,931299.9439
U010001590,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,1492232.694,432747.4811,0,1059485.212,1014718.232,720449.9444,294268.2872,323695.1159,477514.4619,1338413.347,EMC,778641.6474,67707.96934
U010001594,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q4 FY24,11543857.15,10274032.87,0,1269824.287,4848420.005,533326.2006,4315093.805,4746603.185,6695437.15,9595023.19,EMC,2741435.197,1827623.465
U010001595,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q4 FY24,-6096946.277,-2255870.123,0,-3841076.155,-4267862.394,-2688753.308,-1579109.086,-1737019.994,-1829083.883,-6004882.388,EMC,-672546.8275,-13725.44546
U010001596,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q4 FY24,-1884829.683,-1489015.449,0,-395814.2334,-1130897.81,-237488.54,-893409.2696,-982750.1966,-753931.8731,-2113648.006,EMC,-1321734.553,-1038505.72
U010001597,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,0,0,0,0,0,0,0,0,0,0,EMC,0,0
